age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,y,Age group
32,technician,divorced,tertiary,0,"$2,558.00",0,0,Null,2,-1,0,Null,0,30-50
31,admin.,single,secondary,0,$98.00,1,0,Null,2,-1,0,Null,0,30-50
55,management,single,tertiary,0,$115.00,0,0,Null,4,-1,0,Null,0,Above 50
40,blue-collar,single,secondary,0,$436.00,1,0,Null,3,-1,0,Null,0,30-50
47,technician,married,tertiary,0,$831.00,1,0,Null,3,-1,0,Null,0,30-50
57,technician,married,unknown,0,$206.00,1,0,Null,3,-1,0,Null,0,Above 50
41,blue-collar,married,secondary,0,$290.00,1,0,Null,2,-1,0,Null,0,30-50
48,blue-collar,married,secondary,0,$1.00,0,0,Null,3,-1,0,Null,0,30-50
42,blue-collar,married,unknown,0,$57.00,1,0,Null,2,-1,0,Null,0,30-50
30,blue-collar,single,secondary,0,-$457.00,1,0,Null,2,-1,0,Null,0,30-50
58,management,single,tertiary,0,"$1,387.00",1,0,Null,5,-1,0,Null,0,Above 50
45,management,divorced,tertiary,0,"$24,598.00",1,0,Null,3,-1,0,Null,0,30-50
49,blue-collar,married,secondary,0,$30.00,1,0,Null,4,-1,0,Null,0,30-50
42,admin.,single,secondary,0,"$1,022.00",1,0,Null,2,-1,0,Null,0,30-50
53,technician,married,secondary,0,$56.00,1,1,Null,2,-1,0,Null,0,Above 50
51,admin.,single,secondary,1,-$2.00,0,0,Null,3,-1,0,Null,0,Above 50
32,services,single,secondary,0,$121.00,1,0,Null,2,-1,0,Null,0,30-50
41,blue-collar,single,secondary,0,$842.00,1,0,Null,3,-1,0,Null,0,30-50
43,management,divorced,secondary,0,$693.00,1,0,Null,3,-1,0,Null,0,30-50
40,blue-collar,divorced,secondary,0,-$333.00,1,0,Null,2,-1,0,Null,0,30-50
50,blue-collar,married,primary,0,"$1,533.00",1,0,Null,2,-1,0,Null,0,30-50
34,management,married,tertiary,0,$46.00,1,0,Null,4,-1,0,Null,0,30-50
53,services,married,unknown,0,$18.00,0,0,Null,2,-1,0,Null,0,Above 50
45,technician,married,secondary,0,$44.00,1,0,Null,4,-1,0,Null,0,30-50
39,blue-collar,married,primary,0,-$100.00,1,0,Null,2,-1,0,Null,0,30-50
44,services,married,tertiary,0,$510.00,1,0,Null,4,-1,0,Null,0,30-50
55,management,married,tertiary,0,$685.00,1,0,Null,3,-1,0,Null,0,Above 50
46,management,single,tertiary,0,$187.00,1,0,Null,2,-1,0,Null,0,30-50
45,blue-collar,married,secondary,0,$66.00,1,0,Null,2,-1,0,Null,0,30-50
34,admin.,married,secondary,0,$560.00,1,0,Null,3,-1,0,Null,0,30-50
36,blue-collar,married,secondary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
59,unknown,divorced,unknown,0,$27.00,0,0,Null,3,-1,0,Null,0,Above 50
31,admin.,single,secondary,0,$12.00,1,0,Null,2,-1,0,Null,0,30-50
44,blue-collar,single,secondary,0,$34.00,1,0,Null,4,-1,0,Null,0,30-50
33,entrepreneur,single,tertiary,0,"$1,068.00",1,0,Null,2,-1,0,Null,0,30-50
40,blue-collar,married,secondary,0,$211.00,1,0,Null,4,-1,0,Null,0,30-50
46,admin.,single,tertiary,0,$377.00,1,0,Null,2,-1,0,Null,0,30-50
48,management,married,tertiary,0,$263.00,1,0,Null,2,-1,0,Null,0,30-50
42,services,married,secondary,0,"$1,263.00",1,0,Null,2,-1,0,Null,0,30-50
27,services,married,secondary,0,$8.00,1,0,Null,3,-1,0,Null,0,Under 30
48,admin.,married,secondary,0,$126.00,1,1,Null,2,-1,0,Null,0,30-50
59,admin.,married,secondary,0,$230.00,1,0,Null,3,-1,0,Null,0,Above 50
46,technician,married,tertiary,0,$841.00,1,0,Null,1,-1,0,Null,0,30-50
38,admin.,divorced,secondary,0,$308.00,1,0,Null,1,-1,0,Null,0,30-50
43,management,divorced,tertiary,0,$1.00,1,0,Null,1,-1,0,Null,0,30-50
38,admin.,divorced,tertiary,0,$86.00,1,0,Null,1,-1,0,Null,0,30-50
23,student,single,secondary,0,$157.00,1,0,Null,1,-1,0,Null,0,Under 30
34,services,married,secondary,0,$22.00,1,0,Null,1,-1,0,Null,0,30-50
38,admin.,married,secondary,0,$46.00,1,1,Null,1,-1,0,Null,0,30-50
37,blue-collar,married,secondary,0,"$1,293.00",0,0,Null,1,-1,0,Null,0,30-50
25,admin.,single,secondary,0,$122.00,1,0,Null,1,-1,0,Null,0,Under 30
48,blue-collar,married,unknown,0,$131.00,1,0,Null,1,-1,0,Null,0,30-50
49,blue-collar,single,secondary,0,$143.00,1,0,Null,1,-1,0,Null,0,30-50
38,admin.,single,secondary,0,$393.00,0,0,Null,2,-1,0,Null,0,30-50
43,blue-collar,married,primary,0,$98.00,1,0,Null,1,-1,0,Null,0,30-50
33,management,married,tertiary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
55,blue-collar,married,secondary,0,$224.00,1,0,Null,1,-1,0,Null,0,Above 50
38,blue-collar,married,secondary,0,$757.00,1,0,Null,1,-1,0,Null,0,30-50
49,services,married,secondary,0,$245.00,1,1,Null,1,-1,0,Null,0,30-50
40,management,married,secondary,0,"$8,486.00",0,0,Null,3,-1,0,Null,0,30-50
43,admin.,married,unknown,0,$350.00,0,0,Null,1,-1,0,Null,0,30-50
38,blue-collar,married,secondary,0,$20.00,1,0,Null,1,-1,0,Null,0,30-50
58,services,married,secondary,0,"$1,667.00",1,1,Null,1,-1,0,Null,0,Above 50
57,technician,married,unknown,0,$345.00,1,0,Null,1,-1,0,Null,0,Above 50
32,unemployed,married,secondary,0,$10.00,1,0,Null,4,-1,0,Null,0,30-50
56,management,married,tertiary,0,$830.00,1,1,Null,1,-1,0,Null,1,Above 50
58,blue-collar,divorced,unknown,0,$29.00,1,0,Null,1,-1,0,Null,0,Above 50
60,retired,divorced,secondary,0,$545.00,1,0,Null,1,-1,0,Null,1,Above 50
37,technician,married,tertiary,0,"$8,730.00",1,0,Null,1,-1,0,Null,0,30-50
46,technician,divorced,tertiary,0,$477.00,1,0,Null,1,-1,0,Null,0,30-50
27,admin.,married,secondary,0,$4.00,1,0,Null,1,-1,0,Null,0,Under 30
43,blue-collar,married,secondary,0,"$1,205.00",1,0,Null,2,-1,0,Null,0,30-50
32,technician,single,secondary,0,$0.00,1,1,Null,3,-1,0,Null,0,30-50
40,admin.,single,secondary,0,$263.00,1,0,Null,1,-1,0,Null,0,30-50
38,admin.,married,secondary,0,$1.00,0,0,Null,1,-1,0,Null,0,30-50
34,blue-collar,married,secondary,0,$283.00,0,1,Null,1,-1,0,Null,0,30-50
47,blue-collar,married,primary,0,$206.00,1,0,Null,1,-1,0,Null,0,30-50
42,housemaid,married,primary,0,$17.00,1,0,Null,1,-1,0,Null,0,30-50
48,technician,married,secondary,0,$141.00,1,1,Null,1,-1,0,Null,0,30-50
29,self-employed,single,tertiary,0,$16.00,1,0,Null,1,-1,0,Null,0,Under 30
50,services,married,secondary,0,$206.00,1,0,Null,1,-1,0,Null,0,30-50
52,technician,married,unknown,0,$7.00,0,0,Null,2,-1,0,Null,0,Above 50
50,management,married,tertiary,0,$0.00,0,0,Null,1,-1,0,Null,0,30-50
58,retired,married,tertiary,0,$0.00,0,0,Null,1,-1,0,Null,0,Above 50
46,blue-collar,divorced,primary,0,"$1,927.00",1,0,Null,3,-1,0,Null,0,30-50
38,technician,married,secondary,0,$284.00,1,0,Null,1,-1,0,Null,0,30-50
46,blue-collar,married,secondary,0,"$1,660.00",1,0,Null,1,-1,0,Null,0,30-50
32,services,single,secondary,0,$406.00,1,0,Null,1,-1,0,Null,0,30-50
51,blue-collar,married,primary,0,$230.00,1,0,Null,1,-1,0,Null,0,Above 50
39,admin.,single,secondary,0,-$25.00,1,0,Null,1,-1,0,Null,0,30-50
48,admin.,married,secondary,0,$182.00,1,0,Null,2,-1,0,Null,0,30-50
36,entrepreneur,married,tertiary,0,"$1,169.00",1,0,Null,2,-1,0,Null,0,30-50
34,admin.,divorced,secondary,0,$67.00,1,0,Null,1,-1,0,Null,0,30-50
40,technician,married,secondary,0,$77.00,0,0,Null,1,-1,0,Null,0,30-50
43,unemployed,married,secondary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
52,blue-collar,divorced,primary,0,$55.00,1,1,Null,1,-1,0,Null,0,Above 50
33,technician,married,secondary,1,$72.00,1,0,Null,1,-1,0,Null,0,30-50
49,management,single,tertiary,0,$163.00,1,0,Null,3,-1,0,Null,0,30-50
32,management,single,tertiary,0,$151.00,1,0,Null,1,-1,0,Null,0,30-50
39,admin.,single,secondary,0,$113.00,1,0,Null,1,-1,0,Null,0,30-50
40,blue-collar,married,secondary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
38,technician,single,tertiary,0,$9.00,1,0,Null,3,-1,0,Null,0,30-50
43,management,married,secondary,0,$375.00,1,0,Null,2,-1,0,Null,0,30-50
39,services,married,secondary,0,"$1,142.00",1,0,Null,1,-1,0,Null,0,30-50
54,blue-collar,married,primary,0,"$2,102.00",1,0,Null,1,-1,0,Null,0,Above 50
38,technician,single,tertiary,0,"$4,325.00",1,0,Null,1,-1,0,Null,0,30-50
40,blue-collar,married,secondary,0,$217.00,1,0,Null,1,-1,0,Null,0,30-50
55,admin.,married,secondary,0,$131.00,1,0,Null,1,-1,0,Null,0,Above 50
42,management,married,tertiary,0,"$1,680.00",1,0,Null,1,-1,0,Null,0,30-50
39,blue-collar,married,secondary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
40,blue-collar,married,primary,0,$46.00,1,0,Null,1,-1,0,Null,0,30-50
32,blue-collar,married,secondary,0,$320.00,1,0,Null,2,-1,0,Null,0,30-50
55,admin.,married,secondary,0,$183.00,1,0,Null,1,-1,0,Null,0,Above 50
45,blue-collar,married,secondary,0,$39.00,0,0,Null,1,-1,0,Null,0,30-50
35,management,single,tertiary,0,$560.00,1,0,Null,1,-1,0,Null,0,30-50
58,technician,divorced,secondary,0,$469.00,0,0,Null,1,-1,0,Null,0,Above 50
35,admin.,married,secondary,0,$530.00,1,0,Null,1,-1,0,Null,0,30-50
49,services,married,primary,0,$61.00,1,0,Null,1,-1,0,Null,0,30-50
34,technician,single,tertiary,0,$242.00,1,0,Null,1,-1,0,Null,0,30-50
36,blue-collar,married,secondary,0,$139.00,1,0,Null,2,-1,0,Null,0,30-50
24,self-employed,single,secondary,0,$0.00,1,0,Null,1,-1,0,Null,0,Under 30
34,technician,married,secondary,0,$367.00,1,0,Null,1,-1,0,Null,0,30-50
51,admin.,divorced,secondary,0,$228.00,1,0,Null,1,-1,0,Null,0,Above 50
39,technician,single,unknown,0,"$45,248.00",1,0,Null,1,-1,0,Null,1,30-50
50,self-employed,married,unknown,0,-$84.00,1,0,Null,1,-1,0,Null,0,30-50
32,services,single,secondary,0,$310.00,1,0,Null,1,-1,0,Null,0,30-50
42,blue-collar,married,unknown,0,$132.00,1,0,Null,1,-1,0,Null,0,30-50
50,technician,married,secondary,0,$797.00,1,0,Null,1,-1,0,Null,0,30-50
40,services,married,secondary,0,$71.00,0,0,Null,1,-1,0,Null,0,30-50
46,management,divorced,unknown,0,$2.00,1,0,Null,1,-1,0,Null,0,30-50
37,management,married,tertiary,0,$231.00,1,1,Null,2,-1,0,Null,0,30-50
34,blue-collar,married,secondary,0,$270.00,1,1,Null,1,-1,0,Null,0,30-50
44,blue-collar,married,secondary,0,$274.00,1,1,Null,1,-1,0,Null,0,30-50
40,admin.,single,secondary,0,-$109.00,1,1,Null,1,-1,0,Null,0,30-50
37,technician,married,secondary,0,$1.00,1,0,Null,1,-1,0,Null,1,30-50
33,blue-collar,single,secondary,1,-$60.00,0,0,Null,1,-1,0,Null,0,30-50
35,blue-collar,married,secondary,0,$89.00,1,0,Null,2,-1,0,Null,0,30-50
58,blue-collar,divorced,secondary,0,-$11.00,0,0,Null,1,-1,0,Null,0,Above 50
39,blue-collar,married,primary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
43,blue-collar,married,secondary,0,-$509.00,1,0,Null,1,-1,0,Null,0,30-50
39,unemployed,married,primary,0,$408.00,1,0,Null,1,-1,0,Null,0,30-50
36,services,single,primary,0,$58.00,1,0,Null,1,-1,0,Null,0,30-50
57,retired,single,secondary,0,"$1,640.00",0,1,Null,4,-1,0,Null,0,Above 50
36,admin.,single,secondary,0,$20.00,1,0,Null,1,-1,0,Null,0,30-50
50,blue-collar,married,primary,0,$71.00,1,0,Null,1,-1,0,Null,0,30-50
55,blue-collar,married,secondary,0,$52.00,1,0,Null,1,-1,0,Null,0,Above 50
44,self-employed,married,tertiary,0,$292.00,1,0,Null,1,-1,0,Null,0,30-50
44,services,divorced,secondary,0,$424.00,1,0,Null,1,-1,0,Null,0,30-50
39,housemaid,single,primary,0,$109.00,1,0,Null,3,-1,0,Null,0,30-50
46,blue-collar,married,unknown,0,"$1,044.00",1,0,Null,1,-1,0,Null,0,30-50
39,blue-collar,married,secondary,0,$983.00,1,0,Null,1,-1,0,Null,0,30-50
34,admin.,married,secondary,0,$869.00,0,0,Null,1,-1,0,Null,1,30-50
40,blue-collar,married,primary,0,$668.00,1,0,Null,2,-1,0,Null,0,30-50
50,management,married,tertiary,0,$964.00,1,0,Null,1,-1,0,Null,0,30-50
31,management,single,secondary,0,$301.00,1,0,Null,1,-1,0,Null,0,30-50
37,admin.,single,secondary,0,$140.00,1,0,Null,1,-1,0,Null,0,30-50
39,management,single,secondary,0,"$1,877.00",1,0,Null,1,-1,0,Null,0,30-50
51,blue-collar,married,primary,0,"$1,127.00",1,0,Null,1,-1,0,Null,0,Above 50
41,technician,married,secondary,0,$871.00,1,0,Null,1,-1,0,Null,0,30-50
41,technician,married,secondary,0,$767.00,1,1,Null,1,-1,0,Null,0,30-50
43,blue-collar,married,secondary,0,$0.00,0,0,Null,1,-1,0,Null,0,30-50
30,services,single,secondary,0,$209.00,1,0,Null,2,-1,0,Null,0,30-50
54,management,divorced,primary,0,$0.00,0,0,Null,1,-1,0,Null,0,Above 50
43,blue-collar,divorced,secondary,0,$110.00,1,1,Null,1,-1,0,Null,0,30-50
59,management,divorced,tertiary,0,-$76.00,1,1,Null,1,-1,0,Null,0,Above 50
47,technician,married,unknown,0,$178.00,1,0,Null,1,-1,0,Null,0,30-50
40,blue-collar,married,primary,0,-$66.00,1,0,Null,1,-1,0,Null,0,30-50
32,technician,married,secondary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
29,blue-collar,married,secondary,0,$1.00,1,0,Null,1,-1,0,Null,0,Under 30
36,blue-collar,married,secondary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
55,unemployed,married,tertiary,0,"$5,345.00",0,0,Null,1,-1,0,Null,0,Above 50
30,blue-collar,divorced,secondary,0,-$209.00,1,0,Null,2,-1,0,Null,0,30-50
39,admin.,single,secondary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
39,blue-collar,divorced,secondary,0,$42.00,1,0,Null,2,-1,0,Null,0,30-50
50,blue-collar,divorced,secondary,0,$41.00,1,0,Null,1,-1,0,Null,0,30-50
44,blue-collar,married,secondary,0,-$99.00,1,0,Null,2,-1,0,Null,0,30-50
37,technician,single,secondary,0,$17.00,1,0,Null,1,-1,0,Null,0,30-50
46,admin.,married,primary,0,$276.00,1,1,Null,2,-1,0,Null,0,30-50
32,technician,single,unknown,0,-$170.00,0,0,Null,1,-1,0,Null,0,30-50
37,management,single,tertiary,0,$230.00,1,1,Null,1,-1,0,Null,0,30-50
29,blue-collar,married,secondary,0,$9.00,1,0,Null,1,-1,0,Null,0,Under 30
41,blue-collar,married,secondary,0,$946.00,1,0,Null,1,-1,0,Null,0,30-50
45,blue-collar,married,primary,0,"$1,297.00",1,0,Null,2,-1,0,Null,0,30-50
57,retired,divorced,secondary,0,-$331.00,1,0,Null,1,-1,0,Null,0,Above 50
48,blue-collar,single,secondary,0,$44.00,1,0,Null,1,-1,0,Null,0,30-50
60,retired,married,secondary,1,$15.00,0,0,Null,1,-1,0,Null,0,Above 50
26,admin.,single,secondary,0,$712.00,1,0,Null,1,-1,0,Null,0,Under 30
58,retired,married,secondary,0,"$5,435.00",1,0,Null,1,-1,0,Null,0,Above 50
34,admin.,married,secondary,0,$507.00,1,0,Null,1,-1,0,Null,0,30-50
55,unemployed,divorced,secondary,0,$387.00,1,0,Null,1,-1,0,Null,1,Above 50
41,blue-collar,married,primary,0,$0.00,1,1,Null,1,-1,0,Null,0,30-50
50,management,divorced,secondary,0,"$1,716.00",1,0,Null,1,-1,0,Null,0,30-50
49,entrepreneur,married,secondary,0,$167.00,1,1,Null,3,-1,0,Null,0,30-50
44,admin.,married,unknown,0,$40.00,0,1,Null,2,-1,0,Null,0,30-50
44,blue-collar,married,primary,0,$148.00,1,0,Null,1,-1,0,Null,0,30-50
31,technician,married,secondary,0,$17.00,1,1,Null,1,-1,0,Null,0,30-50
34,blue-collar,single,tertiary,0,"$1,011.00",1,0,Null,1,-1,0,Null,0,30-50
46,management,single,unknown,0,"$1,527.00",1,0,Null,1,-1,0,Null,0,30-50
42,management,married,tertiary,0,$744.00,0,0,Null,1,-1,0,Null,0,30-50
52,admin.,married,secondary,0,$484.00,1,0,Null,1,-1,0,Null,0,Above 50
29,management,single,tertiary,0,$0.00,1,0,Null,1,-1,0,Null,0,Under 30
53,retired,married,primary,0,$136.00,1,0,Null,2,-1,0,Null,0,Above 50
43,blue-collar,married,secondary,0,"$1,335.00",1,0,Null,2,-1,0,Null,0,30-50
38,management,married,secondary,0,$517.00,1,0,Null,2,-1,0,Null,0,30-50
46,management,married,tertiary,0,$459.00,1,0,Null,1,-1,0,Null,0,30-50
48,management,divorced,unknown,0,$549.00,1,0,Null,1,-1,0,Null,0,30-50
30,admin.,divorced,secondary,0,$83.00,1,1,Null,1,-1,0,Null,0,30-50
44,blue-collar,married,primary,0,$213.00,0,0,Null,1,-1,0,Null,0,30-50
31,housemaid,married,primary,0,$203.00,1,0,Null,3,-1,0,Null,0,30-50
42,services,single,secondary,0,$518.00,1,0,Null,1,-1,0,Null,0,30-50
40,management,single,tertiary,0,"$3,877.00",1,0,Null,1,-1,0,Null,0,30-50
52,admin.,married,secondary,0,"$1,236.00",1,0,Null,1,-1,0,Null,0,Above 50
45,blue-collar,divorced,secondary,0,$756.00,1,0,Null,2,-1,0,Null,0,30-50
48,blue-collar,married,secondary,0,$157.00,1,0,Null,1,-1,0,Null,0,30-50
45,blue-collar,married,primary,0,-$66.00,1,0,Null,2,-1,0,Null,0,30-50
34,blue-collar,married,unknown,0,$245.00,1,0,Null,1,-1,0,Null,0,30-50
34,blue-collar,married,primary,0,-$144.00,1,0,Null,2,-1,0,Null,0,30-50
46,blue-collar,married,secondary,0,$71.00,1,0,Null,1,-1,0,Null,0,30-50
49,services,divorced,secondary,0,$505.00,1,0,Null,1,-1,0,Null,0,30-50
50,technician,married,primary,0,$249.00,1,0,Null,1,-1,0,Null,0,30-50
34,admin.,single,secondary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
40,unemployed,single,secondary,0,$11.00,1,0,Null,1,-1,0,Null,0,30-50
36,admin.,married,secondary,0,$639.00,1,0,Null,1,-1,0,Null,0,30-50
59,blue-collar,divorced,unknown,0,$124.00,1,0,Null,1,-1,0,Null,0,Above 50
45,blue-collar,married,secondary,0,$82.00,1,0,Null,1,-1,0,Null,0,30-50
36,self-employed,married,tertiary,0,$107.00,1,0,Null,1,-1,0,Null,0,30-50
56,services,married,secondary,0,$473.00,1,0,Null,1,-1,0,Null,0,Above 50
42,services,divorced,secondary,0,$372.00,1,1,Null,2,-1,0,Null,0,30-50
30,admin.,married,secondary,0,$46.00,1,0,Null,2,-1,0,Null,0,30-50
30,student,single,tertiary,0,$34.00,1,0,Null,1,-1,0,Null,0,30-50
47,self-employed,married,unknown,0,$935.00,1,0,Null,1,-1,0,Null,0,30-50
33,blue-collar,married,secondary,0,-$10.00,1,0,Null,1,-1,0,Null,0,30-50
36,admin.,married,secondary,0,-$106.00,1,0,Null,2,-1,0,Null,0,30-50
39,services,divorced,primary,0,$471.00,1,0,Null,2,-1,0,Null,0,30-50
56,admin.,divorced,secondary,0,$778.00,1,0,Null,2,-1,0,Null,0,Above 50
39,blue-collar,divorced,unknown,0,$170.00,1,0,Null,2,-1,0,Null,0,30-50
42,technician,married,secondary,0,$315.00,1,0,Null,2,-1,0,Null,0,30-50
52,blue-collar,married,secondary,0,"$3,165.00",0,0,Null,1,-1,0,Null,0,Above 50
36,admin.,divorced,secondary,0,$131.00,1,0,Null,1,-1,0,Null,0,30-50
35,entrepreneur,married,secondary,1,$204.00,1,0,Null,2,-1,0,Null,0,30-50
47,technician,married,secondary,0,$83.00,1,0,Null,2,-1,0,Null,0,30-50
59,services,divorced,secondary,0,$0.00,1,1,Null,1,-1,0,Null,0,Above 50
57,blue-collar,married,primary,0,"$5,431.00",1,1,Null,1,-1,0,Null,0,Above 50
38,management,married,unknown,0,"$1,759.00",1,0,Null,1,-1,0,Null,0,30-50
46,unemployed,married,secondary,0,-$125.00,1,0,Null,1,-1,0,Null,0,30-50
34,blue-collar,married,secondary,0,$0.00,0,0,Null,1,-1,0,Null,0,30-50
28,services,single,secondary,0,"$5,090.00",1,0,Null,3,-1,0,Null,1,Under 30
38,technician,married,unknown,0,$573.00,1,0,Null,1,-1,0,Null,0,30-50
56,blue-collar,married,secondary,0,"$1,602.00",1,0,Null,1,-1,0,Null,0,Above 50
41,blue-collar,single,primary,1,-$137.00,1,1,Null,1,-1,0,Null,0,30-50
52,technician,married,unknown,0,$0.00,0,0,Null,1,-1,0,Null,0,Above 50
54,services,married,secondary,0,$193.00,0,0,Null,1,-1,0,Null,0,Above 50
61,retired,married,secondary,0,$195.00,1,1,Null,1,-1,0,Null,0,Above 50
53,entrepreneur,married,secondary,0,$288.00,0,0,Null,1,-1,0,Null,0,Above 50
47,technician,married,secondary,0,$19.00,1,0,Null,2,-1,0,Null,0,30-50
53,blue-collar,married,primary,0,$25.00,1,0,Null,3,-1,0,Null,0,Above 50
46,services,married,secondary,0,$216.00,1,0,Null,2,-1,0,Null,0,30-50
39,blue-collar,divorced,primary,0,$190.00,1,1,Null,2,-1,0,Null,0,30-50
56,technician,divorced,secondary,0,$99.00,1,0,Null,2,-1,0,Null,0,Above 50
55,services,divorced,primary,0,"$2,298.00",1,0,Null,2,-1,0,Null,0,Above 50
44,management,married,tertiary,0,$17.00,1,0,Null,2,-1,0,Null,0,30-50
37,technician,married,primary,0,$0.00,1,0,Null,4,-1,0,Null,0,30-50
35,blue-collar,married,primary,0,$0.00,1,0,Null,2,-1,0,Null,0,30-50
55,blue-collar,married,secondary,0,$840.00,1,0,Null,2,-1,0,Null,0,Above 50
37,services,married,secondary,0,$358.00,1,0,Null,3,-1,0,Null,0,30-50
30,technician,single,secondary,0,$0.00,1,0,Null,1,-1,0,Null,0,30-50
37,blue-collar,married,primary,0,-$325.00,1,1,Null,2,-1,0,Null,0,30-50
36,technician,single,secondary,0,-$15.00,1,0,Null,3,-1,0,Null,0,30-50
38,technician,married,secondary,0,$581.00,1,0,Null,1,-1,0,Null,0,30-50
41,admin.,divorced,primary,0,"$4,070.00",1,0,Null,2,-1,0,Null,0,30-50
48,retired,married,secondary,0,$74.00,0,1,Null,1,-1,0,Null,0,30-50
55,services,divorced,secondary,0,$141.00,1,0,Null,2,-1,0,Null,0,Above 50
28,services,divorced,secondary,0,$89.00,0,0,Null,2,-1,0,Null,0,Under 30
54,services,married,secondary,1,$0.00,1,0,Null,3,-1,0,Null,0,Above 50
30,blue-collar,married,secondary,0,$450.00,0,0,Null,2,-1,0,Null,0,30-50
48,technician,married,tertiary,0,$310.00,0,0,Null,1,-1,0,Null,0,30-50
31,self-employed,married,secondary,0,$0.00,1,0,Null,5,-1,0,Null,0,30-50
38,blue-collar,married,secondary,0,$384.00,1,0,Null,3,-1,0,Null,0,30-50
37,blue-collar,married,secondary,0,$395.00,1,0,Null,2,-1,0,Null,0,30-50
37,services,single,unknown,0,-$118.00,1,0,Null,2,-1,0,Null,0,30-50
56,blue-collar,married,primary,0,$5.00,1,1,Null,2,-1,0,Null,0,Above 50
51,blue-collar,married,secondary,0,$50.00,1,1,Null,1,-1,0,Null,0,Above 50
39,blue-collar,married,secondary,0,$285.00,1,1,Null,1,-1,0,Null,0,30-50
49,technician,married,unknown,0,$15.00,0,0,Null,2,-1,0,Null,0,30-50
51,blue-collar,married,primary,0,$653.00,1,1,Null,1,-1,0,Null,0,Above 50
43,self-employed,married,secondary,0,$918.00,1,0,Null,1,-1,0,Null,0,30-50
32,services,married,secondary,0,$243.00,1,1,Null,1,-1,0,Null,0,30-50
29,technician,single,tertiary,0,$405.00,1,0,Null,1,-1,0,Null,0,Under 30
48,management,divorced,tertiary,0,"$1,328.00",1,0,Null,1,-1,0,Null,0,30-50
55,services,married,primary,0,$255.00,1,0,Null,1,-1,0,Null,0,Above 50
53,blue-collar,married,secondary,0,"$3,397.00",1,0,Null,1,-1,0,Null,0,Above 50
47,technician,married,unknown,0,"$2,106.00",1,0,Null,1,-1,0,Null,0,30-50
39,management,married,tertiary,0,"$2,877.00",1,0,Null,1,-1,0,Null,0,30-50
31,blue-collar,single,tertiary,0,$60.00,1,1,Null,1,-1,0,Null,0,30-50
39,blue-collar,married,primary,0,"$2,226.00",1,0,Null,1,-1,0,Null,0,30-50
40,blue-collar,married,primary,0,"$2,880.00",1,0,Null,2,-1,0,Null,0,30-50
40,technician,single,unknown,0,-$5.00,1,0,Null,2,-1,0,Null,0,30-50
48,technician,married,secondary,0,$147.00,0,0,Null,3,-1,0,Null,0,30-50
33,technician,divorced,secondary,0,$7.00,1,1,Null,1,-1,0,Null,0,30-50
40,technician,married,secondary,0,$109.00,1,0,Null,2,-1,0,Null,0,30-50
59,retired,married,primary,0,-$119.00,1,0,Null,1,-1,0,Null,0,Above 50
30,technician,married,secondary,0,$484.00,1,0,Null,1,-1,0,Null,1,30-50
31,management,single,tertiary,0,"$1,852.00",1,0,Null,3,-1,0,Null,0,30-50
